## 产品完整信息
| 产品名称 | 分类 | 完整标题 | 产品URL | 参数数量 | 概述字数 | 优势字数 | 能力字数 | 应用场景字数 | 产品概述 | 核心优势 | 核心能力 | 应用场景 |
| PTM500 | Drones | Maximum Control Distance | 200km (ground station control) |
| PTM500 | Drones | Take-Off Requirements | No taxiway needed (catapult take-off capability) |
| PTM500 | Drones | Cruising Speed | 252km/h (stable security patrol speed) |
| PTM500 | Drones | Maximum Speed | 360km/h (rapid response security missions) |
| PTM500 | Drones | Cruising Altitude | &le;5000m |
| PTM500 | Drones | Maximum Ceiling | 7000m |
| PTM500 | Drones | Wind Resistance | Level 5 (take-off), Level 6 (in flight) |
| PTM500 | Drones | Communication System | Data Link (reliable long-range transmission) |
| PTM500 | Drones | Control Method | Ground Station (authorized personnel operation) |
| PTM500 | Drones | Payload Hardpoints | 1 point |
| PTM500 | Drones | Single Hardpoint Payload | 5kg |
| PTM500 | Drones | Payload Type | Legitimate Emergency Deployment Device |
| PTM500 | Drones | Maximum Payload | 5kg (legitimate emergency support equipment) |
| PTM500 | Drones | Multi-UAV Collaboration | Supported (synchronized security monitoring) |
| PTM500 | Drones | Security Function | Self-protection (anti-unauthorized use design) |
| PTM500 | Drones | Propulsion System | Gasoline (high-power for high-speed missions) |
| PTM500 | Drones | Key Feature | Mid-range security support &amp; monitoring platform |
| PT180 | Drones | Net Weight | 50kg |
| PT180 | Drones | Dimensions | Wingspan 8000mm, Length 3930mm |
| PT180 | Drones | Maximum Take-Off Weight | 180kg |
| PT180 | Drones | Take-Off Method | Runway Takeoff and Landing |
| PT180 | Drones | Recovery Method | Autonomous Return to Base |
| PT180 | Drones | Maximum Endurance | 8h (continuous long-range security operations) |
| PT180 | Drones | Maximum Range | 800km (long-range security patrol) |
| PT180 | Drones | Maximum Control Distance | 200km (ground station control) |
| PT180 | Drones | Take-Off Requirements | 100m minimum runway distance |
| PT180 | Drones | Cruising Speed | 100km/h (stable security patrol speed) |
| PT180 | Drones | Maximum Speed | 180km/h (rapid response security missions) |
| PT180 | Drones | Cruising Altitude | &le;3000m |
| PT180 | Drones | Maximum Ceiling | 5000m |
| PT180 | Drones | Wind Resistance | Level 5 (take-off), Level 7 (in flight) |
| PT180 | Drones | Reconnaissance Equipment | Electro-optical pod (situational awareness) |
| PT180 | Drones | Communication System | Data Link (reliable long-range transmission) |
| PT180 | Drones | Control Method | Ground Station (authorized personnel operation) |
| PT180 | Drones | Payload Hardpoints | 4 points |
| PT180 | Drones | Payload Capacity per Hardpoint | 30kg |
| PT180 | Drones | Payload Type | Legitimate security response &amp; support equipment |
| PT180 | Drones | Maximum Payload | 130kg (legitimate security support equipment) |
| PT180 | Drones | Swarm Coordination Capability | Supported (synchronized security monitoring) |
| PT180 | Drones | Self-protection Function | Autonomous return to base (equipment safety) |
| PT180 | Drones | Propulsion System | Gasoline (high-power for long-endurance missions) |
| PT180 | Drones | Key Features | High payload, long endurance, integrated reconnaissance &amp; security response |
| PTH5000 | Drones | Weight | 125kg |
| PTH5000 | Drones | Dimensions | Wingspan 1700mm, Length 4100mm |
| PTH5000 | Drones | Maximum Take-Off Weight | 175kg |
| PTH5000 | Drones | Take-Off Method | Enhanced rapid takeoff system |
| PTH5000 | Drones | Deployment Design | Single-Mission Operational Design |
| PTH5000 | Drones | Maximum Endurance | 55min (high-speed security response missions) |
| PTH5000 | Drones | Maximum Range | 1000km (long-range security patrol) |
| PTH5000 | Drones | Navigation System | GPS + Inertial Navigation, no external communication required |
| PTH5000 | Drones | Take-Off Requirements | No taxiway needed (enhanced rapid takeoff capability) |
| PTH5000 | Drones | Cruising Speed | 630-730km/h (stable high-speed patrol) |
| PTH5000 | Drones | Maximum Speed | 0.94-1.5 mach (high-speed security response) |
| PTH5000 | Drones | Cruising Altitude | &le;8000m |
| PTH5000 | Drones | Maximum Ceiling | 10000m |
| PTH5000 | Drones | Wind Resistance | Level 6 (take-off), Level 10 (in flight) |
| PTH5000 | Drones | Electromagnetic Equipment | Electromagnetic security monitoring equipment (situational awareness) |
| PTH5000 | Drones | Navigation &amp; Communication | GPS + Inertial Navigation, no external communication |
| PTH5000 | Drones | Control Method | Ground Station (authorized personnel only) |
| PTH5000 | Drones | Payload Hardpoints | 1 point |
| PTH5000 | Drones | Payload Capacity per Hardpoint | 50kg |
| PTH5000 | Drones | Payload Type | Legitimate Security Response Equipment |
| PTH5000 | Drones | Maximum Payload | 50kg (legitimate security support equipment) |
| PTH5000 | Drones | Self-security Function | Controlled Safe Mission Completion Function (equipment safety) |
| PTH5000 | Drones | Propulsion System | Gasoline-powered (high-power for high-speed missions) |
| PTH5000 | Drones | Anti-jamming Capability | Supported (enhanced signal stability in complex environments) |
| PTH5000 | Drones | Other Features | Long-range security access capability, high-speed response |
| PT3500 | Drones | Weight | 90kg |
| PT3500 | Drones | Dimensions | Wingspan 2154mm, Length 2523mm |
| PT3500 | Drones | Maximum Take-Off Weight | 140kg |
| PT3500 | Drones | Take-Off Method | Vehicle-mounted + Enhanced rapid takeoff system |
| PT3500 | Drones | Deployment Design | Single-Mission Operational Design |
| PT3500 | Drones | Maximum Endurance | 3-6 hours (continuous security monitoring) |
| PT3500 | Drones | Maximum Range | 600-1000km (medium-range security patrol) |
| PT3500 | Drones | Navigation System | GPS + Inertial Navigation, no external communication required |
| PT3500 | Drones | Take-Off Requirements | No taxiway needed (enhanced rapid takeoff capability) |
| PT3500 | Drones | Cruising Speed | 180-216km/h (stable medium-range patrol) |
| PT3500 | Drones | Maximum Speed | 216km/h (medium-range security response) |
| PT3500 | Drones | Cruising Altitude | &le;3000m |
| PT3500 | Drones | Maximum Ceiling | 3000m |
| PT3500 | Drones | Wind Resistance | Level 5 (take-off), Level 7 (in flight) |
| PT3500 | Drones | Reconnaissance Equipment | Electromagnetic &amp; radar security reconnaissance equipment (situational awareness) |
| PT3500 | Drones | Navigation &amp; Communication | GPS + Inertial Navigation, no external communication |
| PT3500 | Drones | Control Method | Ground Station (authorized personnel only) |
| PT3500 | Drones | Payload Hardpoints | 1 point |
| PT3500 | Drones | Single Hardpoint Payload | 50kg |
| PT3500 | Drones | Payload Type | Legitimate Security Response Equipment |
| PT3500 | Drones | Maximum Payload | 20kg-50kg (legitimate security support equipment) |
| PT3500 | Drones | Self-security Function | Controlled Safe Mission Completion Function (equipment safety) |
| PT3500 | Drones | Propulsion System | Gasoline-powered (high-power for medium-range missions) |
| PT3500 | Drones | Anti-jamming Capability | Equipped with electromagnetic security anti-jamming equipment (enhanced stability) |
| PT3500 | Drones | Other Features | Long-range security response capability, rapid deployment |
| KX580 (High-Speed Model) | Drones | Weight | 2.1kg |
| KX580 (High-Speed Model) | Drones | Dimensions | 392&times;383&times;153mm (W&times;L&times;H) |
| KX580 (High-Speed Model) | Drones | Maximum Endurance | 35min (continuous security monitoring) |
| KX580 (High-Speed Model) | Drones | Maximum Speed | 30m/s (108km/h) - high-speed security response |
| KX580 (High-Speed Model) | Drones | Maximum Image Transmission Range | 15km |
| KX580 (High-Speed Model) | Drones | Reconnaissance Equipment | Camera + Thermal Imaging (security reconnaissance &amp; situational awareness) |
| KX580 (High-Speed Model) | Drones | Control Method | Remote Control (authorized personnel only) |
| KX580 (High-Speed Model) | Drones | Payload Hardpoints | 1 point |
| KX580 (High-Speed Model) | Drones | Payload Type | Legitimate Deployable Security Response Items |
| KX580 (High-Speed Model) | Drones | Maximum Payload | 2kg (legitimate security support equipment) |
| KX580 (High-Speed Model) | Drones | Self-security Function | Remotely Controlled Return-to-Home (equipment safety) |
| KX580 (High-Speed Model) | Drones | Propulsion System | Electric-powered (low noise, high efficiency for covert missions) |
| KX580 (High-Speed Model) | Drones | Other Features | Integrated Reconnaissance and Security Response Capability |
| DG100 | Quadruped Intelligent Robot System | Weight | 60kg |
| DG100 | Quadruped Intelligent Robot System | Dimensions (L&times;W&times;H) | 100&times;50&times;60cm |
| DG100 | Quadruped Intelligent Robot System | Maximum Endurance | 5h (continuous security monitoring) |
| DG100 | Quadruped Intelligent Robot System | Movement Speed | 0-6m/s - flexible terrain adaptation |
| DG100 | Quadruped Intelligent Robot System | Reconnaissance Equipment | HD Camera (security reconnaissance) |
| DG100 | Quadruped Intelligent Robot System | Control Method | Remote Control (authorized personnel only) |
| DG100 | Quadruped Intelligent Robot System | Maximum Payload | 60kg (legitimate security response equipment) |
| DG100 | Quadruped Intelligent Robot System | Self-protection Function | Remotely Controlled Return-to-Home |
| DG100 | Quadruped Intelligent Robot System | Propulsion System | Electric-powered (low noise, high efficiency) |
| DG100 | Quadruped Intelligent Robot System | Other Features | Integrated Reconnaissance and Security Response Capability |
| XG100 | Quadruped Intelligent Robot System | Weight | 15kg |
| XG100 | Quadruped Intelligent Robot System | Dimensions (L&times;W&times;H) | 70&times;30&times;40cm |
| XG100 | Quadruped Intelligent Robot System | Maximum Endurance | 2h (continuous security monitoring) |
| XG100 | Quadruped Intelligent Robot System | Movement Speed | 0-3m/s - flexible terrain adaptation |
| XG100 | Quadruped Intelligent Robot System | Reconnaissance Equipment | HD Camera (security reconnaissance) |
| XG100 | Quadruped Intelligent Robot System | Control Method | Remote Control (authorized personnel only) |
| XG100 | Quadruped Intelligent Robot System | Maximum Payload | 10kg (legitimate security response equipment) |
| XG100 | Quadruped Intelligent Robot System | Self-protection Function | Remotely Controlled Return-to-Home |
| XG100 | Quadruped Intelligent Robot System | Propulsion System | Electric-powered (low noise, high efficiency) |
| XG100 | Quadruped Intelligent Robot System | Other Features | Integrated Reconnaissance and Security Response Capability |
| KX-L300 | Unmanned Vehicle System | Power Type | Pure Electric (clean energy for logistics missions) |
| KX-L300 | Unmanned Vehicle System | Suspension System | Six-wheel independent suspension (all-terrain adaptability) |
| KX-L300 | Unmanned Vehicle System | Frame Dimensions | 1600\*1100\*580mm (compact design for narrow terrain) |
| KX-L300 | Unmanned Vehicle System | Maximum Load Capacity | 300kg (legitimate logistics &amp; support payload) |
| KX-L300 | Unmanned Vehicle System | Positioning Method | Beidou, GPS, GLONASS (multi-satellite precise positioning) |
| KX-L300 | Unmanned Vehicle System | Driving Speed | &le;2m/s (stable speed for logistics transportation) |
| KX-L300 | Unmanned Vehicle System | Climbing Angle | &le;45 degrees (extreme terrain adaptability) |
| KX-L300 | Unmanned Vehicle System | Power Output | 4000W (high torque for heavy load transportation) |
| KX-L300 | Unmanned Vehicle System | Operating Temperature Range | -20℃~50℃ (extreme environment operation) |
| KX-L300 | Unmanned Vehicle System | Continuous Endurance | 2 hours (sustained logistics support missions) |
| KX-L300 | Unmanned Vehicle System | Control Method | Remote control (authorized personnel operation only) |
| KX-L300 | Unmanned Vehicle System | Core Maneuverability | 360-degree turning on the spot, high sensitivity control |
| KX-T300 | Unmanned Vehicle System | Power Type | Pure Electric (clean energy for logistics missions) |
| KX-T300 | Unmanned Vehicle System | Suspension System | Matilda Balanced Suspension (superior terrain adaptability) |
| KX-T300 | Unmanned Vehicle System | Frame Dimensions | 1700\*1100\*500mm (compact design for narrow terrain) |
| KX-T300 | Unmanned Vehicle System | Maximum Load Capacity | 300kg (legitimate logistics &amp; support payload) |
| KX-T300 | Unmanned Vehicle System | Positioning Method | Beidou, GPS, GLONASS (multi-satellite precise positioning) |
| KX-T300 | Unmanned Vehicle System | Driving Speed | &le;2m/s (stable speed for logistics transportation) |
| KX-T300 | Unmanned Vehicle System | Climbing Angle | &le;45 degrees (extreme terrain adaptability) |
| KX-T300 | Unmanned Vehicle System | Power Output | 4000W (high torque for heavy load transportation) |
| KX-T300 | Unmanned Vehicle System | Operating Temperature Range | -20℃~50℃ (extreme environment operation) |
| KX-T300 | Unmanned Vehicle System | Continuous Endurance | 2 hours (sustained logistics support missions) |
| KX-T300 | Unmanned Vehicle System | Control Method | Remote control (authorized personnel operation only) |
| KX-T300 | Unmanned Vehicle System | Core Maneuverability | 360-degree turning on the spot, high sensitivity control |
| KX-T150 | Unmanned Vehicle System | Power Type | Pure Electric (clean energy for light logistics missions) |
| KX-T150 | Unmanned Vehicle System | Suspension System | Matilda Balanced Suspension (superior terrain adaptability) |
| KX-T150 | Unmanned Vehicle System | Frame Dimensions | 1400\*950\*450mm (ultra-compact design for narrow terrain) |
| KX-T150 | Unmanned Vehicle System | Maximum Load Capacity | 150kg (legitimate light logistics &amp; support payload) |
| KX-T150 | Unmanned Vehicle System | Positioning Method | Beidou, GPS, GLONASS (multi-satellite precise positioning) |
| KX-T150 | Unmanned Vehicle System | Driving Speed | &le;2m/s (stable speed for light logistics transportation) |
| KX-T150 | Unmanned Vehicle System | Climbing Angle | &le;50 degrees (extreme terrain adaptability) |
| KX-T150 | Unmanned Vehicle System | Power Output | 1500W (efficient torque for light load transportation) |
| KX-T150 | Unmanned Vehicle System | Operating Temperature Range | -20℃~50℃ (extreme environment operation) |
| KX-T150 | Unmanned Vehicle System | Continuous Endurance | 120min unloaded (sustained light logistics support missions) |
| KX-T150 | Unmanned Vehicle System | Control Method | Remote control (authorized personnel operation only) |
| KX-T150 | Unmanned Vehicle System | Core Maneuverability | 360-degree turning on the spot, high sensitivity control |
| KX-T100 | Unmanned Vehicle System | Power Type | Pure Electric (clean energy for ultra-light logistics missions) |
| KX-T100 | Unmanned Vehicle System | Suspension System | Matilda Balanced Suspension (superior terrain adaptability) |
| KX-T100 | Unmanned Vehicle System | Frame Dimensions | 1300\*880\*520mm (ultra-compact design for narrow terrain) |
| KX-T100 | Unmanned Vehicle System | Maximum Load Capacity | 100kg (legitimate ultra-light logistics &amp; support payload) |
| KX-T100 | Unmanned Vehicle System | Positioning Method | Beidou, GPS, GLONASS (multi-satellite precise positioning) |
| KX-T100 | Unmanned Vehicle System | Driving Speed | &le;2m/s (stable speed for ultra-light logistics transportation) |
| KX-T100 | Unmanned Vehicle System | Climbing Angle | &le;50 degrees (extreme terrain adaptability) |
| KX-T100 | Unmanned Vehicle System | Power Output | 1000W (efficient torque for ultra-light load transportation) |
| KX-T100 | Unmanned Vehicle System | Operating Temperature Range | -20℃~50℃ (extreme environment operation) |
| KX-T100 | Unmanned Vehicle System | Continuous Endurance | 120min unloaded (sustained ultra-light logistics support missions) |
| KX-T100 | Unmanned Vehicle System | Control Method | Remote control (authorized personnel operation only) |
| KX-T100 | Unmanned Vehicle System | Core Maneuverability | 360-degree turning on the spot, high sensitivity control |

## 产品参数矩阵
| 产品名称 | 分类 | 完整标题 | 产品URL | Anti-jamming Capability | Climbing Angle | Communication System | Continuous Endurance | Control Method | Core Maneuverability | Cruise Altitude | Cruise Speed | Cruising Altitude | Cruising Speed | Deployment Design | Deployment Type | Dimensions | Dimensions (L&times;W&times;H) | Driving Speed | Electromagnetic Equipment | Frame Dimensions | Key Feature | Key Features | Logistics &amp; Support Delivery | Max Data Transmission Distance | Maximum Ceiling | Maximum Control Distance | Maximum Coverage | Maximum Endurance | Maximum Image Transmission Range | Maximum Load Capacity | Maximum Payload | Maximum Range | Maximum Speed | Maximum Take-Off Weight | Minimum Take-Off Taxi Distance | Movement Speed | Multi-UAV Collaboration | Multi-UAV Coordination | Navigation &amp; Communication | Navigation System | Net Weight | Operating Temperature Range | Other Features | Payload Capacity | Payload Capacity per Hardpoint | Payload Hardpoints | Payload Mounting Points | Payload Type | Positioning Method | Power Output | Power Type | Propulsion System | Reconnaissance Equipment | Recovery Method | Recovery/Safety Function | Return Function | Return/Safety Function | Safety Function | Security Function | Self-protection Function | Self-security Function | Single Hardpoint Payload | Suspension System | Swarm Coordination Capability | Take-Off Method | Take-Off Requirements | Weight | Wind Resistance |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| PTX500 | Drones | Write a Review | https://www.tjzdrone.com/products/ptx500 | NaN | NaN | Data Link (reliable long-range transmission) | NaN | Ground Station (authorized personnel operation) | NaN | &le;2000m | 110km/h (stable transportation) | NaN | NaN | NaN | NaN | 2400mm wingspan, 2000mm length | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | 3000m | 100km (ground station control) | NaN | 70min (continuous lightweight logistics operations) | NaN | NaN | NaN | 110km (long-range transportation) | 200km/h (rapid response transportation) | 20kg | NaN | NaN | NaN | Supported (for legitimate logistics/situational awareness tasks) | NaN | NaN | NaN | NaN | Batched Rapid Deployment, High-Speed Logistics Platform | 5kg (legitimate lightweight logistics &amp; support equipment) | NaN | NaN | 1 point (5kg rated capacity per point) | NaN | NaN | NaN | NaN | Electric-powered (clean energy for high-speed missions) | NaN | Optional Parachute Recovery | Optional Parachute Recovery &amp; Safety Return Function | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Pneumatic Catapult Take-Off (no runway required) | No taxiway needed (catapult take-off capability) | 15kg | Level 5 (take-off), Level 6 (in flight) |
| KX-T50 | Drones | Write a Review | https://www.tjzdrone.com/products/kx-t50 | NaN | NaN | NaN | NaN | Remote Controller (authorized personnel only) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | 1905&times;1720&times;706mm | NaN | NaN | NaN | NaN | NaN | NaN | 15KM (real-time situational awareness) | NaN | NaN | NaN | 60min (empty payload) / 20min (full payload) | NaN | NaN | 50kg (legitimate security response equipment) | NaN | 15m/s - high mobility for security tasks | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Integrated Reconnaissance and Payload Delivery Capability | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Electric-powered (low noise, high efficiency) | HD Camera (security reconnaissance) | NaN | NaN | NaN | NaN | NaN | NaN | Remotely Controlled Return-to-Home | NaN | NaN | NaN | NaN | NaN | NaN | 16kg | NaN |
| KX-T3000 | Drones | Write a Review | https://www.tjzdrone.com/products/kx-t3000 | NaN | NaN | NaN | NaN | Remote Controller (authorized personnel only) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | 1960&times;1740&times;760mm | NaN | NaN | NaN | NaN | NaN | NaN | 15KM (real-time situational awareness) | NaN | NaN | NaN | 60min (empty payload) / 20min (full payload) | NaN | NaN | 30kg (legitimate security response equipment) | NaN | 15m/s - high mobility for security tasks | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Integrated Reconnaissance and Logistics &amp; Support Delivery Capability | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Electric-powered (low noise, high efficiency) | HD Camera (security reconnaissance) | NaN | NaN | NaN | NaN | NaN | NaN | Remotely Controlled Return-to-Home | NaN | NaN | NaN | NaN | NaN | NaN | 19kg | NaN |
| KX-T1800 | Drones | Write a Review | https://www.tjzdrone.com/products/kx-t1800 | NaN | NaN | NaN | NaN | Remote Controller (authorized personnel only) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | 1920&times;1680&times;600mm | NaN | NaN | NaN | NaN | NaN | NaN | 15KM (real-time situational awareness) | NaN | NaN | NaN | 60min (empty payload) / 20min (full payload) | NaN | NaN | 20kg (legitimate security response equipment) | NaN | 15m/s - high mobility for security tasks | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Integrated Reconnaissance and Logistics &amp; Support Delivery Capability | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Electric-powered (low noise, high efficiency) | HD Camera (security reconnaissance) | NaN | NaN | NaN | NaN | NaN | NaN | Remotely Controlled Return-to-Home | NaN | NaN | NaN | NaN | NaN | NaN | 17kg | NaN |
| KX-S30 | Drones | Write a Review | https://www.tjzdrone.com/products/kx-s30 | NaN | NaN | NaN | NaN | Remote Controller (authorized personnel only) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | 1100&times;1100&times;600mm | NaN | NaN | NaN | NaN | NaN | NaN | 15KM (real-time situational awareness) | NaN | NaN | NaN | 80min (empty payload) / 30min (full payload) | NaN | NaN | 10kg (legitimate security response equipment) | NaN | 5m/s - stable mobility for security tasks | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Integrated Reconnaissance and Logistics &amp; Support Delivery Capability | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Electric-powered (low noise, high efficiency) | HD Camera (security reconnaissance) | NaN | NaN | NaN | NaN | NaN | NaN | Remotely Controlled Return-to-Home | NaN | NaN | NaN | NaN | NaN | NaN | 12kg | NaN |
| KX-680pro | Drones | Write a Review | https://www.tjzdrone.com/products/kx-680pro | NaN | NaN | NaN | NaN | Remote Controller (authorized personnel only) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | 530&times;490&times;210mm | NaN | NaN | NaN | NaN | NaN | NaN | 15KM (real-time situational awareness) | NaN | NaN | NaN | 35min (continuous security operations) | NaN | NaN | 3kg (lightweight legitimate security response equipment) | NaN | 25m/s - rapid mobility for security tasks | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Integrated Multi-Mode Reconnaissance and Light Logistics &amp; Support Delivery Capability | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Electric-powered (low noise, high efficiency) | HD Camera + Thermal Imaging + Laser Ranging (security reconnaissance) | NaN | NaN | NaN | NaN | NaN | NaN | Remotely Controlled Return-to-Home | NaN | NaN | NaN | NaN | NaN | NaN | 1.8kg (lightweight) | NaN |
| KX680 (High-Speed Model) | Drones | Write a Review | https://www.tjzdrone.com/products/kx680-high-speed-model | NaN | NaN | NaN | NaN | Remote Controller (authorized personnel only) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | 530&times;490&times;210mm | NaN | NaN | NaN | NaN | NaN | NaN | 15KM (real-time situational awareness) | NaN | NaN | NaN | 35min (continuous security operations) | NaN | NaN | 2kg (lightweight legitimate security response equipment) | NaN | 25m/s - rapid mobility for security tasks | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Integrated Multi-Mode Reconnaissance and Light Logistics &amp; Support Delivery Capability | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Electric-powered (low noise, high efficiency) | HD Camera + Thermal Imaging + Laser Ranging (security reconnaissance) | NaN | NaN | NaN | NaN | NaN | NaN | Remotely Controlled Return-to-Home | NaN | NaN | NaN | NaN | NaN | NaN | 1.28kg (lightweight) | NaN |
| PTP300 (Vertical Take-Off and Landing) | Drones | Write a Review | https://www.tjzdrone.com/products/ptp300-vertical-take-off-and-landing | NaN | NaN | Satellite Communication (long-range data transmission) | NaN | Ground Station (authorized personnel operation) | NaN | &le;4000m | 90-140km/h (stable transportation) | NaN | NaN | NaN | NaN | 8.4m diameter, 5m length, 1.8m width, 2.73m height | NaN | NaN | NaN | NaN | NaN | NaN | 280kg (legitimate logistics &amp; support equipment) | NaN | 4500m | 450km (ground station control) | NaN | 6h (continuous logistics operations) | NaN | NaN | NaN | 450km (long-range transportation) | 160km/h (rapid response transportation) | 600kg | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Heavy-Load Logistics Transportation Capability | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Oil-powered (high endurance for heavy payload) | NaN | Autonomous Return-to-Home | NaN | Autonomous Return-to-Home (enhanced safety) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Vertical Take-Off and Landing (VTOL) | NaN | 320kg | Level 8 (stable operation in harsh weather) |
| PTP300 (takeoff from taxiway) | Drones | Write a Review | https://www.tjzdrone.com/products/ptp300-takeoff-from-taxiway | NaN | NaN | Satellite Communication (long-range data transmission) | NaN | Ground Station (authorized personnel operation) | NaN | &le;4000m | 90-140km/h (stable transportation) | NaN | NaN | NaN | NaN | 8.6m diameter, 5.3m length, 1.8m width, 2.73m height | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | 4500m | 450km (ground station control) | NaN | 6h (continuous logistics operations) | NaN | NaN | NaN | 450km (long-range transportation) | 160km/h (rapid response transportation) | 600kg | 250m (taxiway requirement) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Heavy-Load Logistics Transportation Capability | 340kg (legitimate logistics &amp; support equipment) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Oil-powered (high endurance for heavy payload) | NaN | Autonomous Return-to-Home | NaN | Autonomous Return-to-Home (enhanced safety) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Taxiway Take-Off and Landing (250m minimum taxi distance) | NaN | 260kg | Level 8 (stable operation in harsh weather) |
| PTM110 (Multi-rotor) | Drones | Write a Review | https://www.tjzdrone.com/products/ptm110-multi-rotor | NaN | NaN | Data Link (reliable short-range transmission) | NaN | Ground Station (authorized personnel operation) | NaN | &le;2000m | 43km/h (stable transportation) | NaN | NaN | NaN | NaN | 3050mm\*3075mm\*1100mm | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | 3200m | 20km (ground station control) | NaN | 170min (continuous logistics operations) | NaN | NaN | NaN | 120km (medium-range transportation) | 54km/h (rapid response transportation) | 110kg | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Long-Endurance Multi-rotor Logistics Platform | 50kg (legitimate logistics &amp; support equipment) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Oil-powered (high endurance for medium payload) | NaN | Autonomous Return-to-Home | NaN | Autonomous Return-to-Home (enhanced safety) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Vertical Take-Off and Landing (VTOL) | No taxiway needed (VTOL capability) | 60kg | Level 6 (stable operation in harsh weather) |
| T3000 | Drones | Write a Review | https://www.tjzdrone.com/products/t3000 | NaN | NaN | Data Link (reliable short-range transmission) | NaN | Ground Station (authorized personnel operation) | NaN | &le;2000m | 43km/h (stable transportation) | NaN | NaN | NaN | NaN | 1960mm\*1740mm\*760mm | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | 3200m | 20km (ground station control) | NaN | 60min (continuous logistics operations) | NaN | NaN | NaN | 54km (short-range transportation) | 54km/h (rapid response transportation) | 31kg | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Lightweight Multi-rotor Logistics Platform | 12kg (legitimate logistics &amp; support equipment) | NaN | NaN | 5 points (6kg rated capacity per point, 12kg total safe load) | NaN | NaN | NaN | NaN | Electric-powered (clean energy for lightweight payload) | NaN | Autonomous Return-to-Home | NaN | Autonomous Return-to-Home (enhanced safety) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Vertical Take-Off and Landing (VTOL) | No taxiway needed (VTOL capability) | 19kg | Level 6 (stable operation in harsh weather) |
| PTF25 | Drones | Write a Review | https://www.tjzdrone.com/products/ptf25 | NaN | NaN | Digital/Analog Image Transmission (reliable short-range transmission) | NaN | Remote Controller (authorized personnel operation) | NaN | &le;500m | 110km/h (stable transportation) | NaN | NaN | NaN | NaN | 390mm wingspan, 450mm length | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | &gt;500m | 15km (remote controller operation) | NaN | 40min (continuous lightweight logistics operations) | NaN | NaN | NaN | 60km (short-range transportation) | 180km/h (rapid response transportation) | 4.55kg | NaN | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Ultra-Lightweight, High Maneuverability Logistics Platform | 3kg (legitimate lightweight logistics &amp; support equipment) | NaN | NaN | 1 point (3kg rated capacity per point) | NaN | NaN | NaN | NaN | Electric-powered (clean energy for ultra-lightweight payload) | Camera (for situational awareness &amp; logistics monitoring) | Remote Manual Landing | NaN | NaN | Remote Return &amp; Safety Recovery Function (enhanced safety) | NaN | NaN | NaN | NaN | NaN | NaN | NaN | Vertical Take-Off and Landing (VTOL) | No taxiway needed (VTOL capability) | 1.55kg | Level 6 (stable operation in harsh weather) |
